Date,Max Temp,Min Temp,Precip (in.),Snowfall (in.),Total Precip (in.),Daily Mean AQI,Daily Mean PM2.5 (ug/m^3)
1/1/2016,35,6,0,0,0,51,12.3
1/2/2016,41,16,0,0,0,21,5.1
1/3/2016,46,15,0,0,0,57,14.8
1/4/2016,45,18,0,0,0,83,27.4
1/5/2016,45,23,0,0,0,59,15.9
1/6/2016,46,19,0,0,0,47,11.3
1/7/2016,35,28,0.15,1.2,1.35,58,15.4
1/8/2016,29,18,0.23,2.3,2.53,53,13.1
1/9/2016,28,6,0,0,0,82,27
1/10/2016,32,5,0,0,0,77,24.3
1/11/2016,40,12,0,0,0,56,14.3
1/12/2016,45,19,0,0,0,48,11.5
1/13/2016,51,22,0,0,0,25,6.1
1/14/2016,44,28,0,0,0,16,3.9
1/15/2016,33,19,0.01,0,0.01,18,4.2
1/16/2016,37,11,0,0,0,31,7.5
1/17/2016,38,12,0,0,0,40,9.7
1/18/2016,51,22,0,0,0,69,20.5
1/19/2016,40,26,0.01,0.1,0.11,21,5
1/20/2016,49,25,0,0,0,15,3.5
1/21/2016,40,21,0,0,0,16,3.9
1/22/2016,52,21,0,0,0,48,11.5
1/23/2016,57,32,0,0,0,58,15.4
1/24/2016,45,28,0,0,0,47,11.2
1/25/2016,37,18,0,0,0,23,5.6
1/26/2016,42,18,0,0,0,28,6.7
1/27/2016,52,24,0,0,0,40,9.5
1/28/2016,58,27,0,0,0,35,8.3
1/29/2016,55,35,0,0,0,17,4.1
1/30/2016,65,28,0.1,0.8,0.9,23,5.4
1/31/2016,34,22,0,0.2,0.2,12,2.9
2/1/2016,30,22,0.33,6.9,7.23,27,6.4
2/2/2016,22,9,0.15,4.7,4.85,13,3.2
2/3/2016,28,1,0,0,0,13,3.2
2/4/2016,34,6,0,0,0,35,8.5
2/5/2016,37,11,0,0,0,19,4.5
2/6/2016,48,17,0,0,0,13,3.1
2/7/2016,43,14,0,0,0,10,2.4
2/8/2016,42,15,0,0,0,30,7.1
2/9/2016,55,23,0,0,0,19,4.5
2/10/2016,66,34,0,0,0,15,3.6
2/11/2016,64,29,0,0,0,18,4.2
2/12/2016,52,27,0,0,0,45,10.7
2/13/2016,63,27,0,0,0,51,12.1
2/14/2016,52,27,0,0,0,8,2
2/15/2016,59,25,0,0,0,10,2.3
2/16/2016,59,28,0,0,0,17,4.1
2/17/2016,68,28,0,0,0,49,11.8
2/18/2016,73,39,0,0,0,30,7.2
2/19/2016,64,33,0,0,0,22,5.2
2/20/2016,62,27,0,0,0,25,5.9
2/21/2016,46,23,0,0,0,9,2.2
2/22/2016,51,28,0,0,0,30,7.2
2/23/2016,43,27,0,0,0,13,3
2/24/2016,50,22,0,0,0,13,3
2/25/2016,48,17,0,0,0,20,4.8
2/26/2016,61,28,0,0,0,25,5.9
2/27/2016,72,30,0,0,0,17,4.1
2/28/2016,60,36,0,0,0,11,2.7
3/1/2016,58,27,0,0,0,12,2.9
3/2/2016,61,30,0,0,0,11,2.7
3/3/2016,64,22,0,0,0,20,4.9
3/4/2016,58,33,0,0,0,21,5
3/5/2016,67,36,0,0,0,38,9.1
3/6/2016,69,36,0,0,0,23,5.4
3/7/2016,55,29,0.01,0,0.01,17,4
3/8/2016,51,26,0,0,0,21,5.1
3/9/2016,57,22,0,0,0,15,3.7
3/10/2016,67,25,0,0,0,19,4.5
3/11/2016,74,36,0,0,0,22,5.2
3/12/2016,66,35,0,0,0,23,5.5
3/13/2016,63,38,0,0,0,17,4.1
3/14/2016,65,36,0,0,0,17,4
3/15/2016,47,32,0,0,0,7,1.7
3/16/2016,48,31,0,0,0,10,2.3
3/17/2016,36,24,0.21,3.8,4.01,18,4.4
3/18/2016,30,21,0.07,0.9,0.97,25,6
3/19/2016,37,20,0,0,0,26,6.3
3/20/2016,58,19,0,0,0,17,4
3/21/2016,73,41,0,0,0,18,4.4
3/22/2016,73,39,0,0,0,16,3.9
3/23/2016,42,13,0.77,13.1,13.87,15,3.6
3/24/2016,40,10,0,0,0,27,6.4
3/25/2016,43,27,0.01,0,0.01,18,4.4
3/26/2016,34,23,0.02,0.6,0.62,19,4.6
3/27/2016,50,23,0,0,0,10,2.5
3/28/2016,65,29,0,0,0,26,6.3
3/29/2016,61,36,0.04,0,0.04,30,7.3
3/30/2016,47,29,0.04,0,0.04,16,3.8
3/31/2016,44,28,0.01,0,0.01,19,4.6
4/1/2016,51,25,0,0,0,17,4
4/2/2016,63,32,0,0,0,13,3.1
4/3/2016,69,34,0,0,0,14,3.3
4/4/2016,72,38,0,0,0,18,4.3
4/5/2016,67,38,0,0,0,15,3.7
4/6/2016,71,30,0,0,0,11,2.7
4/7/2016,65,36,0,0,0,24,5.8
4/8/2016,66,34,0,0,0,20,4.7
4/9/2016,72,39,0,0,0,20,4.9
4/10/2016,68,38,0.13,0,0.13,12,2.8
4/11/2016,60,38,0,0,0,20,4.8
4/12/2016,71,36,0.01,0,0.01,17,4.1
4/13/2016,72,41,0,0,0,16,3.8
4/14/2016,77,47,0,0,0,14,3.4
4/15/2016,54,34,0.14,0,0.14,12,2.8
4/16/2016,34,31,1.19,11.8,12.99,10,2.3
4/17/2016,36,30,0.06,0.3,0.36,9,2.2
4/18/2016,39,29,0,0,0,27,6.5
4/19/2016,44,31,0.11,0,0.11,14,3.3
4/20/2016,55,32,0,0,0,30,7.3
4/21/2016,64,37,0,0,0,22,5.2
4/22/2016,77,39,0,0,0,24,5.7
4/23/2016,77,49,0,0,0,17,4
4/24/2016,67,39,0,0,0,8,2
4/25/2016,72,38,0.02,0,0.02,22,5.2
4/26/2016,53,33,0,0,0,13,3.2
4/27/2016,54,27,0,0,0,12,2.9
4/28/2016,40,35,0.02,0,0.02,10,2.4
4/29/2016,36,31,0.73,2,2.73,19,4.5
4/30/2016,35,31,0.15,1.5,1.65,8,2
5/1/2016,42,32,0.05,0,0.05,27,6.5
5/2/2016,59,28,0,0,0,25,5.9
5/3/2016,66,40,0,0,0,21,5
5/4/2016,74,44,0,0,0,18,4.3
5/5/2016,79,44,0,0,0,17,4.1
5/6/2016,80,50,0,0,0,26,6.2
5/7/2016,55,35,0.02,0,0.02,29,6.9
5/8/2016,65,32,0,0,0,18,4.2
5/9/2016,67,41,0,0,0,15,3.5
5/10/2016,65,43,0.36,0,0.36,16,3.9
5/11/2016,61,38,0.05,0,0.05,13,3
5/12/2016,71,37,0,0,0,18,4.3
5/13/2016,71,46,0,0,0,22,5.2
5/14/2016,55,40,0,0,0,21,5
5/15/2016,59,41,0.01,0,0.01,36,8.6
5/16/2016,48,39,0.26,0,0.26,28,6.7
5/17/2016,48,39,0.08,0,0.08,10,2.5
5/18/2016,66,38,0,0,0,14,3.4
5/19/2016,73,43,0,0,0,31,7.5
5/20/2016,79,49,0,0,0,15,3.7
5/21/2016,83,53,0,0,0,25,6
5/22/2016,77,47,0,0,0,27,6.4
5/23/2016,68,42,0.07,0,0.07,31,7.4
5/24/2016,73,43,0.04,0,0.04,41,9.8
5/25/2016,73,45,0,0,0,27,6.5
5/26/2016,67,44,1.15,0,1.15,33,7.9
5/27/2016,58,45,0.23,0,0.23,15,3.6
5/28/2016,72,43,0,0,0,20,4.8
5/29/2016,76,44,0,0,0,20,4.9
5/30/2016,78,46,0.01,0,0.01,38,9.1
5/31/2016,66,47,0.05,0,0.05,20,4.7
6/1/2016,73,51,0.13,0,0.13,20,4.9
6/2/2016,79,49,0,0,0,32,7.6
6/3/2016,78,58,0,0,0,36,8.7
6/4/2016,77,55,0,0,0,25,6
6/5/2016,82,50,0,0,0,27,6.4
6/6/2016,83,56,0.38,0,0.38,36,8.7
6/7/2016,80,51,0,0,0,45,10.9
6/8/2016,83,53,0,0,0,41,9.8
6/9/2016,88,57,0,0,0,35,8.5
6/10/2016,90,57,0,0,0,29,6.9
6/11/2016,90,55,0,0,0,27,6.5
6/12/2016,85,59,0.44,0,0.44,23,5.6
6/13/2016,76,55,0.63,0,0.63,28,6.6
6/14/2016,81,52,0,0,0,19,4.6
6/15/2016,86,55,0,0,0,30,7.2
6/16/2016,90,54,0,0,0,46,11
6/17/2016,85,57,0,0,0,53,13.2
6/18/2016,90,59,0,0,0,48,11.5
6/19/2016,97,65,0,0,0,38,9
6/20/2016,73,61,0,0,0,47,11.2
6/21/2016,98,56,0.01,0,0.01,52,12.5
6/22/2016,80,63,0,0,0,39,9.4
6/23/2016,92,57,0.02,0,0.02,36,8.7
6/24/2016,92,58,0,0,0,35,8.3
6/25/2016,84,58,0.01,0,0.01,42,10
6/26/2016,92,53,0,0,0,33,7.9
6/27/2016,93,61,0,0,0,34,8.1
6/28/2016,93,57,0,0,0,42,10.1
6/29/2016,92,56,0,0,0,33,8
6/30/2016,82,57,0,0,0,31,7.4
7/1/2016,78,60,0.61,0,0.61,28,6.7
7/2/2016,79,59,0.15,0,0.15,28,6.6
7/3/2016,89,59,0,0,0,41,9.9
7/4/2016,92,63,0,0,0,36,8.6
7/5/2016,92,60,0,0,0,29,7
7/6/2016,96,55,0,0,0,24,5.8
7/7/2016,88,59,0,0,0,38,9.2
7/8/2016,90,62,0,0,0,40,9.6
7/10/2016,102,65,0,0,0,19,4.6
7/11/2016,89,58,0,0,0,28,6.6
7/12/2016,91,51,0.02,0,0.02,35,8.3
7/13/2016,90,54,0,0,0,32,7.6
7/14/2016,86,57,0,0,0,40,9.6
7/15/2016,88,59,0,0,0,48,11.5
7/16/2016,97,58,0,0,0,49,11.7
7/17/2016,91,60,0,0,0,35,8.4
7/18/2016,95,58,0.11,0,0.11,40,9.5
7/19/2016,95,65,0.17,0,0.17,30,7.1
7/20/2016,94,62,0,0,0,22,5.3
7/21/2016,96,63,0,0,0,27,6.4
7/22/2016,96,70,0,0,0,21,5
7/23/2016,99,67,0,0,0,18,4.4
7/24/2016,96,61,0,0,0,20,4.8
7/25/2016,97,59,0,0,0,29,7
7/26/2016,93,63,0,0,0,36,8.6
7/27/2016,93,60,0,0,0,40,9.5
7/28/2016,85,59,0,0,0,46,11.1
7/29/2016,89,60,0,0,0,32,7.6
7/30/2016,94,64,0,0,0,44,10.5
7/31/2016,95,64,0.01,0,0.01,28,6.7
8/1/2016,96,59,0,0,0,32,7.7
8/2/2016,94,63,0,0,0,41,9.9
8/3/2016,96,60,0,0,0,35,8.5
8/4/2016,75,63,0,0,0,39,9.4
8/5/2016,76,61,0,0,0,35,8.4
8/6/2016,83,61,0,0,0,28,6.8
8/7/2016,90,58,0,0,0,28,6.7
8/8/2016,91,64,0,0,0,19,4.6
8/9/2016,97,62,0,0,0,23,5.5
8/10/2016,95,59,0,0,0,20,4.9
8/11/2016,90,59,0.03,0,0.03,22,5.2
8/12/2016,83,52,0,0,0,25,6
8/13/2016,89,53,0,0,0,21,5
8/14/2016,90,57,0,0,0,19,4.5
8/15/2016,92,60,0,0,0,35,8.5
8/16/2016,91,52,0,0,0,33,7.8
8/17/2016,90,57,0,0,0,34,8.2
8/18/2016,90,59,0,0,0,37,8.9
8/19/2016,81,50,0.02,0,0.02,23,5.4
8/20/2016,76,47,0,0,0,15,3.7
8/21/2016,91,51,0,0,0,22,5.2
8/22/2016,93,58,0,0,0,25,6
8/23/2016,87,61,0,0,0,28,6.7
8/24/2016,68,49,0.12,0,0.12,41,9.9
8/25/2016,71,47,0.05,0,0.05,42,10
8/26/2016,80,50,0,0,0,29,6.9
8/27/2016,85,48,0,0,0,25,5.9
8/28/2016,86,60,0,0,0,19,4.6
8/29/2016,84,57,0,0,0,19,4.6
8/30/2016,82,55,0,0,0,23,5.6
8/31/2016,82,51,0,0,0,28,6.7
9/1/2016,87,54,0,0,0,33,8
9/2/2016,84,62,0,0,0,23,5.4
9/3/2016,90,58,0,0,0,18,4.4
9/4/2016,90,51,0.02,0,0.02,19,4.5
9/5/2016,93,50,0,0,0,20,4.8
9/6/2016,87,59,0,0,0,30,7.3
9/7/2016,88,52,0.01,0,0.01,27,6.5
9/8/2016,89,49,0,0,0,29,7
9/9/2016,75,44,0,0,0,25,5.9
9/10/2016,83,37,0,0,0,24,5.8
9/11/2016,90,53,0,0,0,25,5.9
9/12/2016,74,52,0.18,0,0.18,24,5.7
9/13/2016,68,48,0,0,0,26,6.2
9/14/2016,84,46,0,0,0,32,7.7
9/15/2016,78,50,0,0,0,20,4.8
9/16/2016,73,39,0.07,0,0.07,27,6.5
9/17/2016,78,44,0,0,0,28,6.6
9/18/2016,88,52,0,0,0,21,5.1
9/19/2016,90,60,0,0,0,20,4.9
9/20/2016,90,60,0,0,0,29,6.9
9/21/2016,84,57,0,0,0,25,6.1
9/22/2016,76,49,0,0,0,39,9.4
9/23/2016,88,51,0,0,0,32,7.6
9/24/2016,71,38,0,0,0,14,3.4
9/25/2016,68,39,0,0,0,14,3.3
9/26/2016,76,42,0,0,0,23,5.6
9/27/2016,83,46,0,0,0,30,7.3
9/28/2016,82,49,0,0,0,28,6.8
9/29/2016,87,47,0,0,0,41,9.8
9/30/2016,74,52,0,0,0,32,7.6
10/1/2016,80,50,0,0,0,14,3.4
10/2/2016,81,52,0,0,0,14,3.4
10/3/2016,81,53,0,0,0,17,4
10/4/2016,65,36,0,0,0,21,5
10/5/2016,66,34,0,0,0,26,6.3
10/6/2016,55,32,0.22,0,0.22,13,3.2
10/7/2016,67,32,0,0,0,21,5
10/8/2016,73,36,0,0,0,18,4.2
10/9/2016,76,38,0,0,0,33,8
10/10/2016,79,49,0,0,0,20,4.8
10/11/2016,79,44,0.03,0,0.03,16,3.9
10/12/2016,49,34,0.01,0,0.01,27,6.5
10/13/2016,78,38,0,0,0,26,6.3
10/14/2016,84,55,0,0,0,36,8.6
10/15/2016,85,50,0,0,0,23,5.6
10/16/2016,86,46,0,0,0,15,3.7
10/17/2016,77,36,0,0,0,28,6.8
10/18/2016,65,33,0,0,0,23,5.6
10/19/2016,61,37,0,0,0,13,3
10/20/2016,63,25,0,0,0,20,4.7
10/21/2016,78,37,0,0,0,28,6.6
10/22/2016,82,41,0,0,0,28,6.6
10/23/2016,74,35,0,0,0,36,8.6
10/24/2016,79,44,0,0,0,38,9
10/25/2016,72,49,0,0,0,37,8.8
10/26/2016,75,37,0,0,0,21,5.1
10/27/2016,83,44,0,0,0,24,5.8
10/28/2016,82,55,0,0,0,52,12.8
10/29/2016,77,41,0,0,0,24,5.7
10/30/2016,77,38,0,0,0,45,10.8
10/31/2016,79,45,0,0,0,28,6.8
11/1/2016,70,40,0,0,0,26,6.3
11/2/2016,62,37,0,0,0,22,5.3
11/3/2016,69,36,0,0,0,57,15.1
11/4/2016,72,35,0,0,0,49,11.7
11/5/2016,69,38,0,0,0,55,14.2
11/6/2016,67,41,0,0,0,30,7.3
11/7/2016,64,35,0,0,0,29,6.9
11/8/2016,65,32,0,0,0,53,13.1
11/9/2016,74,34,0,0,0,38,9
11/10/2016,69,42,0,0,0,39,9.4
11/11/2016,61,26,0,0,0,28,6.6
11/12/2016,71,28,0,0,0,30,7.1
11/13/2016,66,34,0,0,0,19,4.6
11/14/2016,72,35,0,0,0,19,4.5
11/15/2016,77,38,0,0,0,20,4.9
11/16/2016,80,39,0,0,0,24,5.8
11/17/2016,39,22,0.22,1.7,1.92,18,4.2
11/18/2016,32,14,0,0,0,31,7.5
11/19/2016,45,16,0,0,0,76,24.1
11/20/2016,69,37,0,0,0,43,10.2
11/21/2016,65,41,0,0,0,33,7.9
11/22/2016,42,29,0.3,0,0.3,12,2.9
11/23/2016,50,23,0,0,0,39,9.3
11/24/2016,49,23,0,0,0,12,2.9
11/25/2016,63,22,0,0,0,23,5.6
11/26/2016,60,31,0,0,0,30,7.1
11/27/2016,52,31,0,0,0,17,4
12/1/2016,41,15,0,0,0,32,7.6
12/2/2016,33,15,0.01,0,0.01,45,10.8
12/3/2016,42,13,0,0,0,55,14
12/4/2016,55,11,0,0,0,19,4.6
12/5/2016,54,17,0,0,0,34,8.1
12/6/2016,30,4,0.02,0.1,0.12,20,4.7
12/7/2016,17,-8,0.03,1.2,1.23,19,4.6
12/10/2016,55,15,0,0,0,69,20.7
12/11/2016,39,22,0.09,0.4,0.49,23,5.4
12/12/2016,44,19,0,0,0,44,10.5
12/13/2016,48,18,0,0,0,34,8.2
12/14/2016,29,11,0,0,0,31,7.4
12/15/2016,57,12,0,0,0,51,12.2
12/16/2016,50,4,0.45,4.2,4.65,34,8.2
12/17/2016,3,-15,0.18,3.8,3.98,3,0.8
12/18/2016,17,-10,0,0,0,2,0.5
12/19/2016,43,4,0,0,0,9,2.1
12/20/2016,53,30,0,0,0,27,6.4
12/21/2016,53,26,0,0,0,23,5.5
12/22/2016,37,24,0,0,0,57,14.9
12/23/2016,49,24,0,0,0,58,15.2
12/24/2016,57,24,0,0,0,59,15.8
12/25/2016,46,20,0,0,0,28,6.8
12/26/2016,44,16,0,0,0,31,7.4
12/27/2016,53,13,0,0,0,71,21.5
12/28/2016,48,18,0,0,0,15,3.6
12/29/2016,47,17,0,0,0,49,11.7
12/30/2016,65,35,0,0,0,24,5.7
12/31/2016,41,13,0,0,0,42,10
1/1/2017,47,16,0,0,0,48,11.5
1/2/2017,52,15,0,0,0,48,11.6
1/3/2017,32,10,0,0,0,44,10.5
1/4/2017,12,4,0.1,1.5,1.6,55,14.1
1/5/2017,5,-2,0.24,2.6,2.84,5,1.3
1/6/2017,20,-7,0,0,0,7,1.7
1/7/2017,26,2,0,0,0,28,6.8
1/8/2017,48,12,0,0,0,57,14.8
1/9/2017,62,31,0,0,0,11,2.7
1/10/2017,52,32,0,0,0,11,2.7
1/11/2017,56,21,0,0,0,26,6.2
1/12/2017,40,18,0,0,0,59,15.7
1/13/2017,39,18,0,0,0,75,23.4
1/14/2017,42,22,0,0,0,81,26.2
1/15/2017,35,22,0,0,0,80,25.8
1/16/2017,35,27,0.2,2.2,2.4,35,8.5
1/17/2017,46,17,0,0,0,51,12.1
1/18/2017,52,21,0,0,0,44,10.5
1/19/2017,54,22,0,0,0,38,9.1
1/20/2017,45,26,0,0,0,30,7.2
1/21/2017,42,19,0,0,0,54,13.7
1/22/2017,47,26,0,0,0,20,4.9
1/23/2017,54,23,0,0,0,30,7.2
1/24/2017,32,17,0,0,0,28,6.7
1/25/2017,30,10,0,0,0,21,5
1/26/2017,31,8,0,0,0,22,5.2
1/27/2017,40,11,0,0,0,23,5.5
1/28/2017,50,17,0,0,0,20,4.7
1/29/2017,61,28,0,0,0,15,3.7
1/30/2017,63,33,0,0,0,18,4.4
1/31/2017,61,31,0,0,0,24,5.7
2/1/2017,31,20,0,0,0,33,7.9
2/2/2017,26,17,0,0,0,28,6.7
2/3/2017,38,16,0,0,0,56,14.7
2/4/2017,60,29,0,0,0,14,3.4
2/5/2017,58,29,0,0,0,23,5.4
2/6/2017,61,37,0,0,0,21,5.1
2/7/2017,62,32,0,0,0,17,4.1
2/8/2017,58,38,0,0,0,9,2.2
2/9/2017,68,31,0,0,0,29,6.9
2/10/2017,80,40,0,0,0,15,3.6
2/11/2017,56,33,0,0,0,20,4.7
2/12/2017,49,29,0,0,0,12,2.9
2/13/2017,48,28,0,0,0,29,6.9
2/14/2017,49,24,0,0,0,26,6.3
2/15/2017,67,27,0,0,0,20,4.7
2/16/2017,75,39,0,0,0,30,7.1
2/17/2017,66,25,0,0,0,25,6.1
2/18/2017,67,29,0,0,0,35,8.4
2/19/2017,64,35,0,0,0,29,6.9
2/20/2017,63,24,0,0,0,9,2.2
2/21/2017,73,39,0,0,0,12,2.8
2/22/2017,57,30,0,0,0,15,3.6
2/23/2017,33,18,0.16,1.3,1.46,14,3.3
2/24/2017,26,17,0.05,0.3,0.35,24,5.8
2/25/2017,38,15,0,0,0,18,4.4
2/26/2017,42,11,0,0,0,23,5.4
2/27/2017,58,14,0,0,0,24,5.7
2/28/2017,35,20,0.02,0,0.02,11,2.7
3/1/2017,48,14,0,0,0,9,2.1
3/2/2017,53,19,0,0,0,15,3.6
3/3/2017,64,25,0,0,0,26,6.3
3/4/2017,71,32,0,0,0,16,3.9
3/5/2017,69,42,0,0,0,13,3.2
3/6/2017,53,24,0,0,0,9,2.2
3/7/2017,53,18,0,0,0,11,2.7
3/8/2017,67,21,0,0,0,14,3.4
3/9/2017,72,33,0,0,0,18,4.4
3/10/2017,65,26,0,0,0,50,11.9
3/11/2017,48,32,0.02,0,0.02,36,8.7
3/12/2017,61,31,0,0,0,19,4.6
3/13/2017,57,19,0,0,0,24,5.7
3/14/2017,69,37,0,0,0,15,3.5
3/15/2017,77,38,0,0,0,17,4
3/16/2017,76,48,0,0,0,20,4.7
3/17/2017,71,37,0,0,0,21,5.1
3/18/2017,81,35,0,0,0,22,5.3
3/19/2017,80,48,0,0,0,16,3.9
3/20/2017,77,45,0,0,0,22,5.3
3/21/2017,70,34,0,0,0,56,14.7
3/22/2017,71,37,0,0,0,60,16.4
3/23/2017,77,37,0.08,0,0.08,33,7.9
3/24/2017,53,31,0.45,0,0.45,15,3.7
3/25/2017,62,28,0,0,0,17,4
3/26/2017,54,35,0,0,0,18,4.3
3/27/2017,64,30,0,0,0,30,7.2
3/28/2017,46,35,0.19,0,0.19,16,3.8
3/29/2017,57,34,0.04,0,0.04,14,3.3
3/30/2017,67,31,0,0,0,15,3.7
3/31/2017,51,32,0.12,0,0.12,13,3.2
4/1/2017,41,30,0.03,0,0.03,21,5.1
4/2/2017,63,31,0,0,0,15,3.5
4/3/2017,58,34,0.08,0,0.08,7,1.7
4/4/2017,42,31,0.2,0.1,0.3,16,3.9
4/5/2017,56,28,0,0,0,15,3.7
4/6/2017,66,30,0,0,0,23,5.5
4/7/2017,76,47,0,0,0,18,4.4
4/8/2017,77,45,0,0,0,13,3.1
4/9/2017,59,35,0,0,0,13,3
4/10/2017,58,24,0,0,0,18,4.3
4/11/2017,70,30,0,0,0,31,7.5
4/12/2017,74,40,0,0,0,34,8.1
4/13/2017,79,37,0,0,0,34,8.1
4/14/2017,79,39,0,0,0,32,7.7
4/15/2017,68,37,0,0,0,22,5.3
4/16/2017,72,31,0,0,0,19,4.5
4/17/2017,77,40,0,0,0,25,6.1
4/18/2017,78,40,0,0,0,22,5.3
4/19/2017,73,46,0,0,0,23,5.6
4/20/2017,64,32,0.11,0,0.11,14,3.3
4/21/2017,48,37,0.05,0,0.05,9,2.2
4/22/2017,57,35,0.1,0,0.1,10,2.5
4/23/2017,76,40,0,0,0,23,5.4
4/24/2017,67,42,0,0,0,18,4.3
4/25/2017,58,31,0.06,0,0.06,9,2.1
4/26/2017,61,26,0,0,0,10,2.3
4/27/2017,54,32,0.01,0,0.01,14,3.3
4/28/2017,54,29,0.12,0,0.12,12,2.9
4/29/2017,31,29,0.22,2.4,2.62,20,4.9
4/30/2017,60,28,0,0,0,13,3.2
5/1/2017,64,38,0,0,0,10,2.5
5/2/2017,63,37,0.1,0,0.1,14,3.4
5/3/2017,56,34,0.1,0,0.1,16,3.9
5/4/2017,71,32,0,0,0,22,5.3
5/5/2017,79,42,0,0,0,24,5.8
5/6/2017,86,48,0,0,0,19,4.5
5/7/2017,80,50,0,0,0,23,5.6
5/8/2017,74,49,0.46,0,0.46,25,5.9
5/9/2017,68,51,0.01,0,0.01,21,5
5/10/2017,54,47,0.22,0,0.22,21,5
5/11/2017,63,44,0,0,0,17,4
5/12/2017,78,42,0,0,0,24,5.8
5/13/2017,85,48,0,0,0,19,4.6
5/14/2017,76,44,0,0,0,22,5.2
5/15/2017,84,50,0,0,0,27,6.4
5/16/2017,72,43,0.1,0,0.1,25,6.1
5/17/2017,73,40,0.51,0,0.51,21,5
5/18/2017,42,33,1.13,0,1.13,7,1.6
5/19/2017,39,33,0.09,0,0.09,11,2.7
5/20/2017,62,34,0,0,0,16,3.8
5/21/2017,67,35,0.27,0,0.27,15,3.7
5/22/2017,67,43,0.14,0,0.14,13,3.2
5/23/2017,63,41,0,0,0,19,4.5
5/24/2017,84,36,0,0,0,20,4.9
5/25/2017,79,47,0.14,0,0.14,22,5.3
5/26/2017,74,45,0.05,0,0.05,19,4.6
5/27/2017,58,45,0.2,0,0.2,13,3.2
5/28/2017,71,41,0.07,0,0.07,13,3.2
5/29/2017,69,47,0.02,0,0.02,18,4.4
5/30/2017,75,45,0.05,0,0.05,24,5.8
5/31/2017,82,46,0,0,0,30,7.1
6/1/2017,80,49,0,0,0,26,6.2
6/2/2017,79,51,0.01,0,0.01,23,5.5
6/3/2017,77,47,0,0,0,25,6.1
6/4/2017,81,47,0,0,0,33,8
6/5/2017,86,51,0,0,0,41,9.8
6/6/2017,78,50,0,0,0,27,6.5
6/7/2017,85,53,0.01,0,0.01,32,7.6
6/8/2017,85,52,0,0,0,30,7.3
6/9/2017,92,60,0,0,0,31,7.5
6/10/2017,94,65,0,0,0,35,8.4
6/11/2017,80,60,0,0,0,32,7.7
6/12/2017,93,56,0,0,0,36,8.7
6/13/2017,82,42,0,0,0,28,6.7
6/14/2017,87,50,0,0,0,21,5.1
6/15/2017,89,52,0,0,0,34,8.2
6/16/2017,95,53,0,0,0,33,7.9
6/17/2017,86,60,0,0,0,22,5.3
6/18/2017,86,58,0,0,0,15,3.5
6/19/2017,86,55,0,0,0,21,5.1
6/20/2017,99,61,0,0,0,27,6.5
6/21/2017,98,61,0,0,0,29,7
6/22/2017,93,61,0,0,0,39,9.3
6/23/2017,63,48,0.1,0,0.1,40,9.5
6/24/2017,79,45,0,0,0,33,7.9
6/25/2017,74,49,0,0,0,29,7
6/26/2017,89,54,0,0,0,36,8.6
6/27/2017,97,59,0,0,0,48,11.5
6/28/2017,90,52,0,0,0,40,9.6
6/29/2017,87,54,0.13,0,0.13,32,7.7
6/30/2017,74,52,0.08,0,0.08,29,7
7/1/2017,89,51,0,0,0,34,8.2
7/2/2017,94,58,0,0,0,32,7.7
7/3/2017,92,53,0,0,0,41,9.9
7/4/2017,95,61,0,0,0,60,16.5
7/5/2017,98,62,0,0,0,41,9.9
7/6/2017,100,67,0,0,0,51,12.1
7/7/2017,88,63,0,0,0,44,10.5
7/8/2017,93,61,0,0,0,40,9.5
7/9/2017,97,63,0,0,0,28,6.8
7/10/2017,96,61,0,0,0,36,8.7
7/11/2017,96,65,0,0,0,32,7.6
7/12/2017,82,63,0.01,0,0.01,35,8.3
7/13/2017,87,57,0,0,0,33,7.8
7/14/2017,91,56,0,0,0,34,8.2
7/15/2017,78,60,0.1,0,0.1,15,3.5
7/16/2017,87,54,0,0,0,18,4.2
7/17/2017,97,59,0,0,0,27,6.4
7/18/2017,95,65,0,0,0,27,6.5
7/19/2017,100,66,0,0,0,26,6.2
7/20/2017,95,65,0.01,0,0.01,30,7.1
7/21/2017,96,62,0.15,0,0.15,23,5.6
7/22/2017,91,61,0,0,0,25,5.9
7/23/2017,91,63,0,0,0,31,7.5
7/24/2017,99,67,0,0,0,32,7.7
7/25/2017,95,68,0.07,0,0.07,21,5.1
7/26/2017,83,64,0.13,0,0.13,35,8.5
7/27/2017,88,60,0,0,0,20,4.7
7/28/2017,93,64,0,0,0,24,5.8
7/29/2017,80,64,0,0,0,25,5.9
7/30/2017,84,59,0,0,0,26,6.2
7/31/2017,87,58,0,0,0,27,6.4
8/1/2017,88,59,0,0,0,33,8
8/2/2017,90,62,0,0,0,36,8.7
8/3/2017,67,52,0.18,0,0.18,43,10.2
8/4/2017,92,51,0.01,0,0.01,55,14.1
8/5/2017,86,57,0.62,0,0.62,39,9.4
8/6/2017,76,53,0,0,0,40,9.7
8/7/2017,68,56,0.9,0,0.9,29,7
8/8/2017,77,57,0,0,0,32,7.7
8/9/2017,80,57,0,0,0,38,9
8/10/2017,78,53,0,0,0,35,8.5
8/11/2017,82,53,0,0,0,34,8.1
8/12/2017,87,57,0,0,0,28,6.6
8/13/2017,87,56,0,0,0,22,5.2
8/14/2017,90,57,0.01,0,0.01,23,5.4
